HAV13710092HH1,C11943,HAV13710092,HAV137,8,5/16/2020,NULL,5/30/2022,NULL,1,1,1,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710109HH1,C12015,HAV13710109,HAV137,8,10/15/2020,NULL,12/25/2022,NULL,1,1,1,99,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710124HH1,C18150,HAV13710124,HAV137,8,1/17/2021,NULL,8/2/2023,NULL,1,1,1,99,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710125HH1,C18147,HAV13710125,HAV137,8,1/24/2021,NULL,11/5/2021,NULL,1,1,1,1,302,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710500HH1,C14841,HAV13710500,HAV137,8,8/27/2021,NULL,11/19/2021,NULL,1,1,1,1,205,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710509HH1,C20358,HAV13710509,HAV137,8,8/29/2021,NULL,11/20/2021,NULL,1,1,1,1,423,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710891HH1,C18654,HAV13710891,HAV137,8,10/16/2021,NULL,11/23/2021,NULL,1,1,1,1,313,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13710952HH1,C17460,HAV13710952,HAV137,8,10/22/2021,NULL,2/22/2022,NULL,1,1,1,1,419,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13711552HH1,C22275,HAV13711552,HAV137,8,12/1/2021,NULL,7/11/2022,NULL,1,1,1,1,420,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13711784HH1,C21741,HAV13711784,HAV137,8,12/9/2021,NULL,2/22/2022,NULL,1,1,1,1,101,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13711815HH1,C15582,HAV13711815,HAV137,8,12/10/2021,NULL,2/8/2022,NULL,1,1,1,1,302,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13713157HH1,C23337,HAV13713157,HAV137,8,1/28/2022,NULL,3/14/2022,NULL,1,1,1,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13714723HH1,C24504,HAV13714723,HAV137,8,4/7/2022,NULL,4/26/2022,NULL,1,1,1,1,312,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13714832HH1,C19236,HAV13714832,HAV137,8,4/22/2022,NULL,11/2/2022,NULL,1,1,1,1,207,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715202HH1,C16749,HAV13715202,HAV137,8,6/10/2022,NULL,9/1/2022,NULL,1,1,1,1,420,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715455HH1,C25656,HAV13715455,HAV137,8,7/8/2022,NULL,7/22/2022,NULL,1,1,1,1,313,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715473HH1,C25884,HAV13715473,HAV137,8,7/14/2022,NULL,12/30/2022,NULL,1,1,1,1,419,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715497HH1,C22656,HAV13715497,HAV137,8,7/15/2022,NULL,7/29/2022,NULL,1,1,1,1,116,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715555HH1,C19677,HAV13715555,HAV137,8,7/22/2022,NULL,9/5/2022,NULL,1,1,1,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715569HH1,C12726,HAV13715569,HAV137,8,7/23/2022,NULL,12/18/2022,NULL,1,1,1,1,420,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715762HH1,C19296,HAV13715762,HAV137,8,8/21/2022,NULL,3/15/2024,NULL,1,1,99,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715827HH1,C11502,HAV13715827,HAV137,8,8/28/2022,NULL,3/29/2023,NULL,1,1,1,1,434,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13715907HH1,C26841,HAV13715907,HAV137,8,9/8/2022,NULL,6/5/2023,NULL,1,1,1,1,419,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13717051HH1,C28233,HAV13717051,HAV137,8,12/17/2022,NULL,4/17/2023,NULL,1,1,1,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13717182HH1,C28815,HAV13717182,HAV137,8,12/28/2022,NULL,3/16/2023,NULL,1,1,1,1,302,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13717385HH1,C28764,HAV13717385,HAV137,8,1/13/2023,NULL,3/8/2023,NULL,1,1,1,1,207,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13717414HH1,C18102,HAV13717414,HAV137,8,1/14/2023,NULL,8/28/2023,NULL,1,1,1,1,116,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13718326HH1,C29028,HAV13718326,HAV137,8,3/25/2023,NULL,10/12/2023,NULL,1,1,1,1,116,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13718402HH1,C30528,HAV13718402,HAV137,8,3/31/2023,NULL,8/29/2023,NULL,1,1,1,1,205,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13719762HH1,C31461,HAV13719762,HAV137,8,7/21/2023,NULL,2/21/2024,NULL,1,1,1,1,434,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13720655HH1,C30528,HAV13720655,HAV137,8,9/16/2023,NULL,10/12/2023,NULL,1,1,1,1,116,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13721313HH1,C19674,HAV13721313,HAV137,8,10/20/2023,NULL,5/4/2024,NULL,1,1,1,1,419,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13721471HH1,C19677,HAV13721471,HAV137,8,10/27/2023,NULL,1/19/2024,NULL,1,1,1,1,423,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13721912HH1,C19347,HAV13721912,HAV137,8,11/15/2023,NULL,4/30/2024,NULL,1,1,1,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13721913HH1,C15204,HAV13721913,HAV137,8,11/15/2023,NULL,4/9/2024,NULL,1,1,1,1,428,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13721988HH1,C35553,HAV13721988,HAV137,8,11/17/2023,NULL,3/19/2024,NULL,1,1,1,1,428,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13722286HH1,C35694,HAV13722286,HAV137,8,12/2/2023,NULL,5/7/2024,NULL,1,1,1,1,312,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13722622HH1,C18150,HAV13722622,HAV137,8,12/15/2023,NULL,9/7/2024,NULL,1,1,1,1,419,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13722647HH1,C29331,HAV13722647,HAV137,8,12/16/2023,NULL,9/15/2024,NULL,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13723350HH1,C17211,HAV13723350,HAV137,8,1/19/2024,NULL,2/21/2024,NULL,1,1,1,1,410,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13723848HH1,C37566,HAV13723848,HAV137,8,2/7/2024,NULL,8/23/2024,NULL,1,1,1,1,422,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13724125HH1,C21072,HAV13724125,HAV137,8,2/17/2024,NULL,8/13/2024,NULL,1,1,1,1,420,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13724320HH1,C12747,HAV13724320,HAV137,8,2/25/2024,NULL,5/4/2024,NULL,1,1,1,1,116,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
HAV13727179HH1,C18102,HAV13727179,HAV137,8,7/11/2024,NULL,7/30/2024,NULL,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
NBN10510401HH1,C20028,NBN10510401,NBN105,1,7/29/2021,NULL,11/1/2021,10/31/2021,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
NBN10510544HH1,C20550,NBN10510544,NBN105,1,9/7/2021,NULL,10/1/2021,9/30/2021,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
NBN10510545HH1,C20553,NBN10510545,NBN105,1,9/12/2021,NULL,11/8/2021,11/7/2021,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
NBN10510595HH1,C20673,NBN10510595,NBN105,1,9/20/2021,NULL,10/6/2021,10/5/2021,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
NBN10510629HH1,C20760,NBN10510629,NBN105,1,9/22/2021,NULL,10/22/2021,10/21/2021,1,1,1,1,99,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,3.6.4
